customerKey,First Name,Last Name,full Name,gender,DateFirstPurchase,CustomerCity
14255,Jonathan,Jackson,Jonathan Jackson,MALE,2021-06-09,Edmonds
14256,Elizabeth,Robinson,Elizabeth Robinson,FEMALE,2021-06-11,Lynnwood
14257,James,Carter,James Carter,MALE,2022-08-19,National City
14258,Haley,Foster,Haley Foster,FEMALE,2023-01-24,San Carlos
14259,Antonio,Flores,Antonio Flores,MALE,2021-09-16,Melton
14260,Frank,Ruiz,Frank Ruiz,MALE,2021-09-05,Warrnambool
14261,Meredith,Subram,Meredith Subram,FEMALE,2021-09-09,Rhodes
14262,Jon,He,Jon He,MALE,2021-09-03,Port Macquarie
14263,Nina,Lal,Nina Lal,FEMALE,2021-09-01,Silverwater
14264,Karl,Lal,Karl Lal,MALE,2021-09-15,Seaford
14265,Garrett,Bell,Garrett Bell,MALE,2022-07-02,Shawnee
14266,Cory,Patel,Cory Patel,MALE,2022-02-27,Bellingham
14267,Lauren,Wood,Lauren Wood,FEMALE,2021-06-02,Corvallis
14268,Isabella,Roberts,Isabella Roberts,FEMALE,2021-06-27,Beverly Hills
14269,Tony,She,Tony She,MALE,2022-09-23,Beverly Hills
14270,James,Ross,James Ross,MALE,2021-06-21,La Jolla
14271,Lucas,Wright,Lucas Wright,MALE,2022-03-08,Spokane
14272,Sydney,Ward,Sydney Ward,FEMALE,2021-06-08,Puyallup
14273,Angel,Parker,Angel Parker,MALE,2022-09-06,San Gabriel
14274,Edward,Williams,Edward Williams,MALE,2022-04-28,Royal Oak
14275,Arthur,Prasad,Arthur Prasad,MALE,2021-09-19,Findon
14276,Melody,Suarez,Melody Suarez,FEMALE,2021-09-07,Townsville
14277,Jerry,She,Jerry She,MALE,2021-09-21,Rockhampton
14278,Olivia,Sanchez,Olivia Sanchez,FEMALE,2022-07-19,Melbourne
14279,Taylor,Barnes,Taylor Barnes,FEMALE,2021-09-06,Warrnambool
14280,Isaac,Oliver,Isaac Oliver,MALE,2022-04-20,Bremerton
14281,Daniel,Wilson,Daniel Wilson,MALE,2022-05-08,Vancouver
14282,Brianna,Lewis,Brianna Lewis,FEMALE,2022-03-07,Newton
14283,Seth,Simmons,Seth Simmons,MALE,2021-06-21,Lake Oswego
14284,Wyatt,Anderson,Wyatt Anderson,MALE,2021-06-10,Sedro Woolley
14285,Taylor,Hughes,Taylor Hughes,FEMALE,2021-05-30,Burlingame
14286,Kristine,Hernandez,Kristine Hernandez,FEMALE,2021-09-26,Newcastle
14287,Derek,Xie,Derek Xie,MALE,2021-09-09,Port Macquarie
14288,Christina,Ramirez,Christina Ramirez,FEMALE,2021-05-31,El Cajon
14289,Jessica,Martinez,Jessica Martinez,FEMALE,2021-06-01,Santa Cruz
14290,Jonathan,Wilson,Jonathan Wilson,MALE,2021-07-22,Corvallis
14291,Tyler,White,Tyler White,MALE,2022-01-29,Oak Bay
14292,Isabella,Ross,Isabella Ross,FEMALE,2021-07-21,Concord
14293,Kyle,Campbell,Kyle Campbell,MALE,2022-08-18,Daly City
14294,Steven,Gray,Steven Gray,MALE,2022-04-25,El Cajon
14295,Hannah,Thomas,Hannah Thomas,FEMALE,2022-05-28,West Covina
14296,Benjamin,Russell,Benjamin Russell,MALE,2022-05-28,Beaverton
14297,Kristin,Raji,Kristin Raji,FEMALE,2021-07-16,Bellflower
14298,Kaitlyn,Jenkins,Kaitlyn Jenkins,FEMALE,2021-07-15,Los Angeles
14299,Jermaine,Chandra,Jermaine Chandra,MALE,2021-09-07,Goulburn
14300,Colin,He,Colin He,MALE,2021-09-14,Seaford
14301,Ruben,Vazquez,Ruben Vazquez,MALE,2021-09-01,Port Macquarie
14302,April,Beck,April Beck,FEMALE,2021-08-28,Brisbane
14303,Briana,Ramos,Briana Ramos,FEMALE,2021-09-19,Port Macquarie
14304,Jacquelyn,Jimenez,Jacquelyn Jimenez,FEMALE,2021-09-26,Melbourne
14305,Brendan,Shen,Brendan Shen,MALE,2021-09-19,Goulburn
14306,Byron,Ramos,Byron Ramos,MALE,2021-09-04,Hobart
14307,Ross,Perez,Ross Perez,MALE,2022-02-19,Darlinghurst
14308,Marie,Ramos,Marie Ramos,FEMALE,2021-09-14,Lane Cove
14309,Orlando,Sanz,Orlando Sanz,MALE,2022-02-25,Perth
14310,Jon,Zeng,Jon Zeng,MALE,2021-09-17,Rhodes
14311,Erik,Alvarez,Erik Alvarez,MALE,2022-03-06,Sydney
14312,Claudia,Lin,Claudia Lin,FEMALE,2022-02-18,Caloundra
14313,Christian,Smith,Christian Smith,MALE,2022-08-09,Port Macquarie
14314,Katherine,Cooper,Katherine Cooper,FEMALE,2022-06-20,Hobart
14315,Carl,Chander,Carl Chander,MALE,2022-04-22,Townsville
14316,Leonard,Anand,Leonard Anand,MALE,2021-08-30,Coffs Harbour
14317,Steve,Liang,Steve Liang,MALE,2022-02-05,Lavender Bay
14318,Seth,Rogers,Seth Rogers,MALE,2022-03-11,Rockhampton
14319,Renee,Sanz,Renee Sanz,FEMALE,2022-07-01,Warrnambool
14320,Amy,Hu,Amy Hu,FEMALE,2022-07-18,Perth
14321,Jackson,Evans,Jackson Evans,MALE,2022-11-14,Sunbury
14322,Sydney,Thomas,Sydney Thomas,FEMALE,2021-08-31,Coffs Harbour
14323,Colin,Tang,Colin Tang,MALE,2021-09-13,Rhodes
14324,Jessie,Alvarez,Jessie Alvarez,FEMALE,2021-09-04,South Melbourne
14325,Crystal,Li,Crystal Li,FEMALE,2021-09-24,Melbourne
14326,Joe,Perez,Joe Perez,MALE,2021-09-04,Townsville
14327,Kyle,Butler,Kyle Butler,MALE,2022-11-18,Downey
14328,Andrea,Rogers,Andrea Rogers,FEMALE,2022-02-22,Shawnee
14329,Holly,Sanchez,Holly Sanchez,FEMALE,2022-01-28,Burbank
14330,Matthew,Harris,Matthew Harris,MALE,2022-05-14,Sooke
14331,Timothy,Murphy,Timothy Murphy,MALE,2022-09-23,Milwaukie
14332,Jade,Rogers,Jade Rogers,FEMALE,2022-06-06,N. Vancouver
14333,Bobby,Suri,Bobby Suri,MALE,2022-11-27,Bremerton
14334,Patrick,Murphy,Patrick Murphy,MALE,2021-07-24,Walla Walla
14335,Allison,Cox,Allison Cox,FEMALE,2021-06-30,Walla Walla
14336,Gabriel,Baker,Gabriel Baker,MALE,2021-07-06,Beaverton
14337,Olivia,Coleman,Olivia Coleman,FEMALE,2021-08-03,Oregon City
14338,Natalie,Taylor,Natalie Taylor,FEMALE,2022-05-17,Cliffside
14339,Brandy,Suri,Brandy Suri,FEMALE,2022-02-12,Bellflower
14340,Miranda,Butler,Miranda Butler,FEMALE,2023-01-05,Salem
14341,Sean,Sanders,Sean Sanders,MALE,2022-07-10,Langley
14342,Beth,Ruiz,Beth Ruiz,FEMALE,2021-07-31,Ballard
14343,Xavier,Turner,Xavier Turner,MALE,2021-08-18,Corvallis
14344,Kurt,Xie,Kurt Xie,MALE,2022-04-19,Gold Coast
14345,Kristi,Rodriguez,Kristi Rodriguez,FEMALE,2021-08-30,Bendigo
14346,Evelyn,Perez,Evelyn Perez,FEMALE,2021-09-26,Goulburn
14347,Tara,Goel,Tara Goel,FEMALE,2021-09-22,Malabar
14348,Alex,Scott,Alex Scott,MALE,2021-09-04,Port Macquarie
14349,Nicole,Griffin,Nicole Griffin,FEMALE,2022-09-11,Oregon City
14350,Emily,Moore,Emily Moore,FEMALE,2022-09-18,Portland
14351,Riley,Gray,Riley Gray,FEMALE,2022-03-20,Berkeley
14352,Melissa,Butler,Melissa Butler,FEMALE,2022-07-10,Lynnwood
14353,Erin,Reed,Erin Reed,FEMALE,2022-03-16,Vancouver
14354,Seth,Green,Seth Green,MALE,2021-08-24,San Carlos
14355,Ian,King,Ian King,MALE,2021-08-14,Lebanon
14356,Isabella,Baker,Isabella Baker,FEMALE,2021-08-23,San Gabriel
14357,Dalton,Collins,Dalton Collins,MALE,2021-08-26,Santa Cruz
14358,Amanda,Watson,Amanda Watson,FEMALE,2022-07-29,Kirkland
14359,Eduardo,Henderson,Eduardo Henderson,MALE,2022-02-10,Metchosin
14360,Samantha,Patterson,Samantha Patterson,FEMALE,2022-10-24,Mill Valley
14361,Franklin,Raje,Franklin Raje,MALE,2023-01-06,Bremerton
14362,Roberto,Gill,Roberto Gill,MALE,2021-08-12,Beaverton
14363,Natalie,Long,Natalie Long,FEMALE,2022-04-29,Westminster
14364,Mario,Rai,Mario Rai,MALE,2021-08-13,Berkeley
14365,Evan,Ward,Evan Ward,MALE,2021-07-31,Long Beach
14366,Anna,Brooks,Anna Brooks,FEMALE,2021-09-15,Marysville
14367,Courtney,Green,Courtney Green,FEMALE,2021-09-03,Milwaukie
14368,Richard,Thompson,Richard Thompson,MALE,2023-01-14,Concord
14369,Devin,Sanchez,Devin Sanchez,MALE,2022-07-06,Oregon City
14370,Meghan,Dominguez,Meghan Dominguez,FEMALE,2022-07-13,Burnaby
14371,Jeremiah,Lewis,Jeremiah Lewis,MALE,2022-03-15,Sooke
14372,Kaitlyn,Washington,Kaitlyn Washington,FEMALE,2022-06-11,Port Orchard
14373,Ricardo,Jai,Ricardo Jai,MALE,2022-06-21,Burlingame
14374,David,Yang,David Yang,MALE,2021-09-27,National City
14375,Alexandra,Moore,Alexandra Moore,FEMALE,2022-07-02,Walla Walla
14376,Faith,Torres,Faith Torres,FEMALE,2022-07-30,Everett
14377,Paula,Ruiz,Paula Ruiz,FEMALE,2021-09-12,Bellingham
14378,Cory,Mehta,Cory Mehta,MALE,2021-09-17,Burlingame
14379,Richard,Foster,Richard Foster,MALE,2021-09-20,Fremont
14380,Kaylee,Watson,Kaylee Watson,FEMALE,2021-09-18,Lebanon
14381,Alexa,Cooper,Alexa Cooper,FEMALE,2021-09-02,Corvallis
14382,Darren,Blanco,Darren Blanco,MALE,2021-09-02,Berkeley
14383,Marvin,Ferrier,Marvin Ferrier,MALE,2022-08-11,Concord
14384,Rachel,Miller,Rachel Miller,FEMALE,2022-10-06,Sedro Woolley
14385,Maria,Hall,Maria Hall,FEMALE,2021-10-18,Lebanon
14386,Marissa,Wood,Marissa Wood,FEMALE,2021-10-10,Glendale
14387,Brittany,Hughes,Brittany Hughes,FEMALE,2022-05-02,Langley
14388,Kaylee,Rogers,Kaylee Rogers,FEMALE,2022-05-28,National City
14389,Ryan,Harris,Ryan Harris,MALE,2022-10-30,Downey
14390,Logan,Kumar,Logan Kumar,MALE,2022-11-03,Santa Monica
14391,Jason,Long,Jason Long,MALE,2022-09-24,Sedro Woolley
14392,Justin,Jackson,Justin Jackson,MALE,2021-10-08,Yakima
14393,José,Perez,José Perez,MALE,2022-09-29,Corvallis
14394,Jacob,Rodriguez,Jacob Rodriguez,MALE,2021-10-19,Bellingham
14395,Devin,Reed,Devin Reed,MALE,2022-10-17,Grossmont
14396,Zoe,Sanchez,Zoe Sanchez,FEMALE,2022-07-17,Olympia
14397,Sierra,Edwards,Sierra Edwards,FEMALE,2023-01-25,Port Orchard
14398,James,Anderson,James Anderson,MALE,2021-10-12,Spokane
14399,Jeremy,Peterson,Jeremy Peterson,MALE,2022-04-12,San Diego
14400,Brandon,Brown,Brandon Brown,MALE,2021-10-02,San Francisco
14401,Jose,Kumar,Jose Kumar,MALE,2022-05-22,Salem
14402,Hailey,Parker,Hailey Parker,FEMALE,2022-12-31,Tacoma
14403,Angelica,Russell,Angelica Russell,FEMALE,2022-12-13,Bellflower
14404,Rachel,Davis,Rachel Davis,FEMALE,2022-02-22,Ballard
14405,Dylan,Walker,Dylan Walker,MALE,2022-09-21,Bellingham
14406,Carrie,Schmidt,Carrie Schmidt,FEMALE,2021-10-06,Berkeley
14407,Thomas,Bryant,Thomas Bryant,MALE,2023-01-03,Coronado
14408,Jasmine,Cook,Jasmine Cook,FEMALE,2022-12-06,National City
14409,Eric,Wang,Eric Wang,MALE,2022-07-01,National City
14410,Arianna,Brooks,Arianna Brooks,FEMALE,2022-11-26,Newport Beach
14411,Ashley,Johnson,Ashley Johnson,FEMALE,2021-10-03,Lake Oswego
14412,Nicole,Blue,Nicole Blue,FEMALE,2021-10-27,Lebanon
14413,Rachel,Patterson,Rachel Patterson,FEMALE,2021-10-22,Chula Vista
14414,Rachel,Wilson,Rachel Wilson,FEMALE,2021-10-14,Coronado
14415,William,Davis,William Davis,MALE,2021-10-14,Long Beach
14416,Madison,Flores,Madison Flores,FEMALE,2022-05-20,Oak Bay
14417,Ernest,Lu,Ernest Lu,MALE,2021-10-02,Bellingham
14418,Rebecca,Young,Rebecca Young,FEMALE,2021-10-01,Lake Oswego
14419,Abigail,Ward,Abigail Ward,FEMALE,2021-11-12,Oregon City
14420,Chloe,Wright,Chloe Wright,FEMALE,2021-11-26,Lynnwood
14421,Hannah,Barnes,Hannah Barnes,FEMALE,2021-11-05,Woodburn
14422,Cara,Lu,Cara Lu,FEMALE,2022-04-06,Stuttgart
14423,Jill,Ruiz,Jill Ruiz,FEMALE,2022-04-04,Cheltenham
14424,Stefanie,Raman,Stefanie Raman,FEMALE,2021-03-04,Verrieres Le Buisson
14425,Victor,Carlson,Victor Carlson,MALE,2020-09-15,Duesseldorf
14426,Madison,Hughes,Madison Hughes,FEMALE,2020-09-21,Erlangen
14427,Emmanuel,Patel,Emmanuel Patel,MALE,2020-04-06,London
14428,Cassie,Andersen,Cassie Andersen,FEMALE,2020-08-29,Poing
14429,Lacey,He,Lacey He,FEMALE,2020-03-31,London
14430,Sydney,Jones,Sydney Jones,FEMALE,2022-10-02,Seattle
14431,Kayla,Moore,Kayla Moore,FEMALE,2023-01-14,Beverly Hills
14432,Antonio,Russell,Antonio Russell,MALE,2022-09-12,Port Orchard
14433,Jennifer,Peterson,Jennifer Peterson,FEMALE,2021-11-05,Concord
14434,Sophia,Hill,Sophia Hill,FEMALE,2021-11-12,Daly City
14435,Jennifer,Wilson,Jennifer Wilson,FEMALE,2022-08-12,La Jolla
14436,John,Martin,John Martin,MALE,2022-05-17,Vancouver
14437,Mitchell,Anand,Mitchell Anand,MALE,2022-12-18,Beaverton
14438,Gabrielle,Gonzales,Gabrielle Gonzales,FEMALE,2021-11-07,Issaquah
14439,Brian,Cox,Brian Cox,MALE,2021-11-02,Puyallup
14440,Jon,Tang,Jon Tang,MALE,2021-10-30,Bellflower
14441,William,Lewis,William Lewis,MALE,2022-04-23,Bellflower
14442,Shelby,Peterson,Shelby Peterson,FEMALE,2021-11-18,Lemon Grove
14443,Benjamin,Wilson,Benjamin Wilson,MALE,2022-03-21,Mill Valley
14444,Patrick,Sanders,Patrick Sanders,MALE,2022-06-24,Mill Valley
14445,Benjamin,Henderson,Benjamin Henderson,MALE,2022-04-06,Palo Alto
14446,Jeremiah,Johnson,Jeremiah Johnson,MALE,2022-02-01,Royal Oak
14447,Madison,Alexander,Madison Alexander,FEMALE,2021-11-16,Bellingham
14448,Lauren,Butler,Lauren Butler,FEMALE,2021-11-11,Corvallis
14449,Logan,Jenkins,Logan Jenkins,MALE,2021-11-10,Marysville
14450,Kevin,Butler,Kevin Butler,MALE,2022-05-23,Imperial Beach
14451,Tyler,Moore,Tyler Moore,MALE,2021-11-03,Lakewood
14452,Alex,Gonzalez,Alex Gonzalez,MALE,2021-11-12,Puyallup
14453,Jesse,Scott,Jesse Scott,MALE,2021-11-04,Bremerton
14454,Kayla,Anderson,Kayla Anderson,FEMALE,2022-04-02,La Jolla
14455,Alexandra,Mitchell,Alexandra Mitchell,FEMALE,2022-03-02,Metchosin
14456,Benjamin,Walker,Benjamin Walker,MALE,2021-10-30,Sedro Woolley
14457,Thomas,White,Thomas White,MALE,2021-11-30,La Jolla
14458,Jordan,Yang,Jordan Yang,MALE,2022-07-17,Royal Oak
14459,Cody,Gray,Cody Gray,MALE,2022-06-14,Vancouver
14460,Jose,Long,Jose Long,MALE,2022-12-04,Everett
14461,Chloe,Gonzalez,Chloe Gonzalez,FEMALE,2021-12-20,Spokane
14462,Beth,Sanz,Beth Sanz,FEMALE,2022-09-17,Beverly Hills
14463,Julia,Patterson,Julia Patterson,FEMALE,2022-03-08,Coronado
14464,Elizabeth,Price,Elizabeth Price,FEMALE,2021-12-15,San Carlos
14465,Dakota,Patterson,Dakota Patterson,MALE,2022-02-08,Lake Oswego
14466,Logan,Adams,Logan Adams,MALE,2022-10-13,Oregon City
14467,Aidan,Russell,Aidan Russell,MALE,2022-05-10,Redmond
14468,Grace,Rivera,Grace Rivera,FEMALE,2022-02-11,Tacoma
14469,Angela,Bell,Angela Bell,FEMALE,2022-03-31,Yakima
14470,Jeremy,Robinson,Jeremy Robinson,MALE,2021-12-17,Mill Valley
14471,Gabriel,Gonzalez,Gabriel Gonzalez,MALE,2021-12-01,San Carlos
14472,Natalie,Diaz,Natalie Diaz,FEMALE,2021-12-25,San Gabriel
14473,Miguel,King,Miguel King,MALE,2021-12-07,Santa Cruz
14474,Jacqueline,Murphy,Jacqueline Murphy,FEMALE,2023-01-28,Oakland
14475,Isabella,Perry,Isabella Perry,FEMALE,2022-04-17,Seattle
14476,Bryce,Reed,Bryce Reed,MALE,2022-08-26,Burien
14477,Lauren,Lee,Lauren Lee,FEMALE,2021-12-04,Santa Cruz
14478,Abigail,Patterson,Abigail Patterson,FEMALE,2022-06-09,Langford
14479,Samantha,Smith,Samantha Smith,FEMALE,2022-12-12,Woodland Hills
14480,Jackson,Gonzalez,Jackson Gonzalez,MALE,2022-08-12,Vancouver
14481,Mary,Edwards,Mary Edwards,FEMALE,2021-12-18,Bremerton
14482,Noah,Perez,Noah Perez,MALE,2023-01-05,Corvallis
14483,Nicole,Henderson,Nicole Henderson,FEMALE,2022-05-16,Lake Oswego
14484,Samantha,Hall,Samantha Hall,FEMALE,2021-12-02,National City
14485,Bailey,Stewart,Bailey Stewart,FEMALE,2021-12-18,Redwood City
14486,Jonathan,Coleman,Jonathan Coleman,MALE,2021-11-28,Santa Cruz
14487,Seth,Hall,Seth Hall,MALE,2022-06-09,San Carlos
14488,Connor,Hughes,Connor Hughes,MALE,2022-10-09,Berkeley
14489,Jason,Wang,Jason Wang,MALE,2022-10-27,Glendale
14490,Aidan,Butler,Aidan Butler,MALE,2022-12-04,Coronado
14491,Isaac,Bailey,Isaac Bailey,MALE,2022-05-26,San Diego
14492,Justin,Patterson,Justin Patterson,MALE,2022-04-20,Renton
14493,Sara,Parker,Sara Parker,FEMALE,2022-12-05,Torrance
14494,Cameron,Diaz,Cameron Diaz,MALE,2021-12-01,Salem
14495,Nathan,Diaz,Nathan Diaz,MALE,2021-12-18,Grossmont
14496,Cindy,Stewart,Cindy Stewart,FEMALE,2022-06-04,Langford
14497,Allison,Scott,Allison Scott,FEMALE,2022-06-01,Langley
14498,Katie,Luo,Katie Luo,FEMALE,2021-11-29,Chula Vista
14499,Samuel,Flores,Samuel Flores,MALE,2022-10-30,Downey
14500,Jasmine,Ward,Jasmine Ward,FEMALE,2023-01-15,Torrance
14501,Ruben,Prasad,Ruben Prasad,MALE,2019-12-29,Beverly Hills
14502,Katelyn,Wright,Katelyn Wright,FEMALE,2022-03-18,Metchosin
14503,Brianna,Alexander,Brianna Alexander,FEMALE,2022-05-18,Walla Walla
14504,Nicole,Jones,Nicole Jones,FEMALE,2022-07-22,Victoria
14505,Alex,Edwards,Alex Edwards,MALE,2022-02-14,Beverly Hills
14506,Stacy,Suarez,Stacy Suarez,FEMALE,2022-11-13,Beaverton
14507,Eric,Wright,Eric Wright,MALE,2022-02-12,Woodland Hills
14508,Madison,Hall,Madison Hall,FEMALE,2022-05-28,Newport Beach
14509,Bridget,Deng,Bridget Deng,FEMALE,2022-09-29,Beaverton
14510,Samuel,Hernandez,Samuel Hernandez,MALE,2020-01-22,Everett
14511,Danielle,Rogers,Danielle Rogers,FEMALE,2022-04-05,Issaquah
14512,Christopher,Jones,Christopher Jones,MALE,2022-02-06,Puyallup
14513,Alexandra,Turner,Alexandra Turner,FEMALE,2022-10-20,Burlingame
14514,Rachel,Jones,Rachel Jones,FEMALE,2023-01-26,Berkeley
14515,Anna,Cooper,Anna Cooper,FEMALE,2022-10-15,Lemon Grove
14516,Tommy,Lal,Tommy Lal,MALE,2022-02-21,Malabar
14517,Ebony,Rodriguez,Ebony Rodriguez,FEMALE,2022-07-10,North Sydney
14518,Ann,Mehta,Ann Mehta,FEMALE,2022-02-17,Caloundra
14519,Denise,Rana,Denise Rana,FEMALE,2022-03-13,Beaverton
14520,Bonnie,Xu,Bonnie Xu,FEMALE,2020-01-04,Bremerton
14521,Rodney,Romero,Rodney Romero,MALE,2022-07-18,Hawthorne
14522,Omar,Zheng,Omar Zheng,MALE,2022-05-14,Melton
14523,Lydia,Fernandez,Lydia Fernandez,FEMALE,2021-09-16,Springwood
14524,Carla,Prasad,Carla Prasad,FEMALE,2021-03-04,Morangis
14525,Claudia,Sun,Claudia Sun,FEMALE,2020-04-08,Gateshead
14526,Emily,Hall,Emily Hall,FEMALE,2022-06-15,Darmstadt
14527,Kurt,Raji,Kurt Raji,MALE,2022-11-10,Kassel
14528,Casey,Ramos,Casey Ramos,MALE,2022-07-27,Mühlheim
14529,Kaitlin,Sai,Kaitlin Sai,FEMALE,2022-04-13,W. York
14530,Ethan,Smith,Ethan Smith,MALE,2022-03-20,Warrington
14531,Abigail,Garcia,Abigail Garcia,FEMALE,2022-02-24,Warrington
14532,Barbara,Wu,Barbara Wu,FEMALE,2022-03-15,Courbevoie
14533,Roberto,Alonso,Roberto Alonso,MALE,2022-09-04,Berks
14534,Abby,Rana,Abby Rana,FEMALE,2022-11-04,Chatou
14535,Dustin,Anand,Dustin Anand,MALE,2022-03-08,High Wycombe
14536,Krystal,Wu,Krystal Wu,FEMALE,2022-07-03,Colomiers
14537,Clayton,Cai,Clayton Cai,MALE,2022-07-07,Berlin
14538,Katherine,Brown,Katherine Brown,FEMALE,2021-03-04,Lille
14539,Carrie,Alonso,Carrie Alonso,FEMALE,2021-03-02,Paris
14540,Randy,Lin,Randy Lin,MALE,2022-03-09,London
14541,Douglas,Kapoor,Douglas Kapoor,MALE,2020-09-08,Neunkirchen
14542,Alex,Ward,Alex Ward,MALE,2022-07-19,Newcastle upon Tyne
14543,Heather,Lu,Heather Lu,FEMALE,2022-07-05,München
14544,Darryl,West,Darryl West,MALE,2022-05-11,Roubaix
14545,Faith,Henderson,Faith Henderson,FEMALE,2022-04-13,Bury
14546,Christina,Sanchez,Christina Sanchez,FEMALE,2022-03-18,Oxford
14547,Noah,Thompson,Noah Thompson,MALE,2022-11-23,Runcorn
14548,Maria,Turner,Maria Turner,FEMALE,2022-11-01,Dunkerque
14549,Arturo,Goel,Arturo Goel,MALE,2022-08-16,Berlin
14550,Kristy,Vazquez,Kristy Vazquez,FEMALE,2022-09-07,Colomiers
14551,Michele,Vance,Michele Vance,FEMALE,2022-12-20,Kiel
14552,Daisy,Ramos,Daisy Ramos,FEMALE,2022-10-22,Berks
14553,Leah,Ma,Leah Ma,FEMALE,2022-03-20,Reading
14554,Isaac,Mitchell,Isaac Mitchell,MALE,2022-04-07,Stoke-on-Trent
14555,Jodi,Kumar,Jodi Kumar,FEMALE,2021-03-28,Croix
14556,Rafael,He,Rafael He,MALE,2022-09-26,Drancy
14557,Mathew,Sanz,Mathew Sanz,MALE,2022-01-29,Hobart
14558,Marcel,Truempy,Marcel Truempy,FEMALE,2020-01-25,Yakima
14559,Ashley,Washington,Ashley Washington,FEMALE,2020-01-16,Long Beach
14560,Kelvin,Huang,Kelvin Huang,MALE,2020-01-05,Bellflower
14561,Eduardo,Miller,Eduardo Miller,MALE,2022-02-01,Shawnee
14562,Bryce,Stewart,Bryce Stewart,MALE,2022-05-19,Concord
14563,Fernando,Carter,Fernando Carter,MALE,2022-07-24,Olympia
14564,Chloe,Bailey,Chloe Bailey,FEMALE,2022-12-19,San Diego
14565,Natalie,Hernandez,Natalie Hernandez,FEMALE,2020-02-03,National City
14566,Kaylee,Mitchell,Kaylee Mitchell,FEMALE,2022-04-17,Haney
14567,Seth,Thomas,Seth Thomas,MALE,2022-01-28,Shawnee
14568,Priscilla,Kumar,Priscilla Kumar,FEMALE,2022-04-07,Beaverton
14569,Kristopher,Rodriguez,Kristopher Rodriguez,MALE,2022-10-22,Bellingham
14570,Hannah,Henderson,Hannah Henderson,FEMALE,2022-05-05,Yakima
14571,Rachel,Richardson,Rachel Richardson,FEMALE,2022-08-21,Bellflower
14572,Melanie,Foster,Melanie Foster,FEMALE,2020-02-16,Lincoln Acres
14573,Madison,Wood,Madison Wood,FEMALE,2022-09-26,W. Linn
14574,Katherine,Powell,Katherine Powell,FEMALE,2022-06-23,Sooke
14575,Rachel,Lee,Rachel Lee,FEMALE,2023-01-23,Redmond
14576,Anna,Price,Anna Price,FEMALE,2020-02-10,Renton
14577,Natalie,Rogers,Natalie Rogers,FEMALE,2020-02-26,Corvallis
14578,Jonathan,Carter,Jonathan Carter,MALE,2022-06-28,Cliffside
14579,Luis,Henderson,Luis Henderson,MALE,2022-03-03,Lake Oswego
14580,Kyle,Diaz,Kyle Diaz,MALE,2020-03-16,Novato
14581,Kevin,Adams,Kevin Adams,MALE,2020-03-06,Portland
14582,Marcus,Reed,Marcus Reed,MALE,2022-02-10,Victoria
14583,Sydney,Morris,Sydney Morris,FEMALE,2023-01-03,Lake Oswego
14584,Gabrielle,Mitchell,Gabrielle Mitchell,FEMALE,2020-03-07,West Covina
14585,Kimberly,Torres,Kimberly Torres,FEMALE,2020-03-26,Woodland Hills
14586,Todd,Rowe,Todd Rowe,FEMALE,2022-11-19,Newton
14587,Jade,Peterson,Jade Peterson,FEMALE,2022-05-27,Lebanon
14588,Alexander,Taylor,Alexander Taylor,MALE,2022-09-20,Renton
14589,Mackenzie,Cook,Mackenzie Cook,FEMALE,2020-03-29,Redwood City
14590,Marissa,Butler,Marissa Butler,FEMALE,2020-03-19,Concord
14591,Charles,Harris,Charles Harris,MALE,2020-04-07,Lemon Grove
14592,Jessica,Thompson,Jessica Thompson,FEMALE,2022-06-02,Walla Walla
14593,Jack,Washington,Jack Washington,MALE,2022-06-17,West Covina
14594,Lauren,Taylor,Lauren Taylor,FEMALE,2022-04-28,West Covina
14595,Andrea,Ward,Andrea Ward,FEMALE,2022-10-30,Glendale
14596,Amber,Hill,Amber Hill,FEMALE,2020-04-12,Grossmont
14597,Sean,Reed,Sean Reed,MALE,2022-06-28,Langford
14598,Miranda,Ross,Miranda Ross,FEMALE,2022-06-03,Vancouver
14599,Charles,Wilson,Charles Wilson,MALE,2020-04-22,Lebanon
14600,Ariana,Ramirez,Ariana Ramirez,FEMALE,2022-09-10,Port Orchard
14601,Nicolas,Rai,Nicolas Rai,MALE,2020-04-29,Concord
14602,Kaylee,Kelly,Kaylee Kelly,FEMALE,2020-04-06,West Covina
14603,Sara,Ward,Sara Ward,FEMALE,2020-04-07,Redwood City
14604,Nicholas,Rodriguez,Nicholas Rodriguez,MALE,2022-02-04,Victoria
14605,Allison,Brooks,Allison Brooks,FEMALE,2022-06-27,Royal Oak
14606,Amanda,Cooper,Amanda Cooper,FEMALE,2022-06-19,Victoria
14607,Isaiah,Nelson,Isaiah Nelson,MALE,2022-11-10,Lake Oswego
14608,Warren,Gao,Warren Gao,MALE,2022-04-21,Bremerton
14609,Julia,Phillips,Julia Phillips,FEMALE,2022-06-19,National City
14610,Lauren,Jenkins,Lauren Jenkins,FEMALE,2020-04-05,Everett
14611,Zoe,James,Zoe James,FEMALE,2022-09-04,Vancouver
14612,Ernest,Zhang,Ernest Zhang,MALE,2022-12-04,Beverly Hills
14613,Glenn,Huang,Glenn Huang,MALE,2020-04-28,Bremerton
14614,Dylan,Bryant,Dylan Bryant,MALE,2020-05-28,Colma
14615,Audrey,Dominguez,Audrey Dominguez,FEMALE,2022-10-30,Concord
14616,Emma,Sandberg,Emma Sandberg,FEMALE,2020-05-26,Concord
